id,ignored,name,class_id,year,drivetrain,top_speed_kmph,accel_to_100kmph,bhp,mass_kg,number_of_gears,engine_layout,abs,tc,sc,control_difficulty,cornering_speed
3912454102,False,Dallara IR-12 Chevrolet (Road Course),INDY,2016,RWD,322,3.5,740,725,6,V6,False,False,False,3,3
1818067169,False,Dallara IR-12 Chevrolet (Speedway),INDY,2016,RWD,386,3.5,660,712,6,V6,False,False,False,3,3
2498938793,False,Dallara IR-12 Honda (Road Course),INDY,2016,RWD,322,3.5,740,725,6,V6,False,False,False,3,3
2230297826,False,Dallara IR-12 Honda (Speedway),INDY,2016,RWD,386,3.5,660,712,6,V6,False,False,False,3,3
844159614,True,Kart,KART,2016,RWD,132,5.5,28,160,1,1,False,False,False,1,2
1219511257,False,Audi R18 e-tron quattro (2014),LMP1,2014,AWD,338,2.6,540,875,7,V6,False,True,False,2,3
1898954187,False,Marek RP 339H LMP1,LMP1,2016,AWD,338,2.7,530,875,6,V8,False,True,False,2,3
1137321511,False,RWD P30 LMP1,LMP1,2016,AWD,340,2.6,510,875,6,F6,False,True,False,2,3
1810453820,False,Toyota TS040 Hybrid,LMP1,2014,AWD,339,2.5,520,875,7,V8,False,True,False,2,3
1468371103,False,Ligier JS P2 Honda,LMP2,2016,RWD,310,3.2,480,950,6,V6,False,True,False,2,3
3226251087,False,Ligier JS P2 Judd,LMP2,2016,RWD,310,3.2,460,900,6,V8,False,True,False,2,3
820529698,False,Ligier JS P2 Nissan,LMP2,2016,RWD,310,3.2,465,900,6,V8,False,True,False,2,3
3314948224,False,Marek RP 219D LMP2,LMP2,2016,RWD,309,3.3,460,900,6,I4,False,True,False,2,3
4196902797,False,Oreca 03 Nissan,LMP2,2013,RWD,306,3.2,465,900,6,V8,False,True,False,2,3
1352236476,False,RWD P20 LMP2,LMP2,2016,RWD,314,3.3,465,900,6,F4,False,True,False,2,3
3671020568,False,Ginetta LMP3,LMP3,2016,RWD,293,3.2,420,900,6,V8,False,False,False,2,3
2343505719,False,Ligier JS P3,LMP3,2016,RWD,293,3.2,420,900,6,V8,False,False,False,2,3
2533296245,False,Audi R8,LMP9,2002,RWD,330,3.29,610,900,6,V8,False,False,False,2,3
3800867225,False,Bentley Speed 8,LMP9,2003,RWD,326,3.2,625,916,6,V8,False,False,False,2,3
975104023,False,BMW V12 LMR,LMP9,1999,RWD,350,3.4,580,915,6,V12,False,False,False,2,3
3021002396,False,Ferrari 333 SP,LMP9,1996,RWD,335,3.4,605,904,6,V12,False,False,False,2,3
3924299245,False,Toyota GT-One (1999),LMP9,1999,RWD,350,3.2,600,903,6,V8,False,False,False,2,3
3088285373,True,Audi R18 (Fuji 2016),LMPH,2016,AWD,326,2.6,520,875,6,V6,False,True,False,2,3
4054224091,True,Audi R18 (Le Mans 2016),LMPH,2016,AWD,343,2.6,520,875,6,V6,False,True,False,2,3
3076484049,True,Porsche 919 Hybrid,LMPH,2016,AWD,335,2.6,500,875,7,V4,False,True,False,2,3
1083119012,True,Toyota TS050 Hybrid,LMPH,2016,AWD,335,2.6,500,875,7,V6,False,True,False,2,3
851491257,True,Ford Fusion Stockcar,MSC,2016,RWD,354,3.9,750,1497,4,V8,False,False,False,3,2
3363376819,False,Renault Mégane Trophy V6,MTRO,2009,RWD,266,3.3,400,998,6,V6,False,False,False,2,2
3789350886,True,Ferrari F12tdf,RDA,2016,RWD,340,2.9,780,1415,7,V12,True,True,True,1,1
1965567405,False,Ferrari LaFerrari,RDA,2015,RWD,349,2.9,950,1585,7,V12,True,True,True,2,2
1106819298,False,McLaren 720S,RDA,2017,RWD,340,2.79,720,1424,7,V8,True,True,True,1,2
2546290331,False,McLaren P1 ™,RDA,2014,RWD,349,2.7,906,1490,7,V8,True,True,True,2,1
1356687088,False,Pagani Huayra BC,RDA,2016,RWD,360,3.43,800,1288,7,V12,True,True,True,1,2
3596565664,False,Porsche 918 Spyder Weissach,RDA,2015,AWD,344,2.5,887,1633,7,V8,True,True,True,1,2
3246916419,False,Radical RXC Turbo,RDA,2015,RWD,298,2.6,454,940,7,V6,False,True,False,1,2
1400443574,False,BAC Mono,RDB,2017,RWD,274,2.79,305,580,6,I4,False,False,False,1,2
2006190056,True,Ferrari 458 Speciale A,RDB,2015,RWD,325,3.0,605,1445,7,V8,True,True,True,1,1
2835431732,False,Ferrari Enzo,RDB,2003,RWD,360,3.43,645,1365,6,V12,True,True,False,1,1
366881611,False,Ford GT,RDB,2016,RWD,349,2.9,600,1311,7,V6,True,True,True,1,1
3907921441,False,Jaguar XJ220 S,RDB,1994,RWD,367,3.29,680,1050,5,V6,False,False,False,2,1
1977120176,False,Lamborghini Aventador LP700-4,RDB,2016,AWD,350,2.9,700,1575,7,V12,True,True,True,1,1
1564669712,False,Lamborghini Veneno LP750-4,RDB,2013,AWD,355,2.8,750,1450,7,V12,True,True,True,1,1
2677051185,False,Pagani Zonda Cinque Roadster,RDB,2011,RWD,351,3.29,678,1210,6,V12,True,True,True,1,1
2161369706,True,Porsche 911 GT3 RS,RDB,2016,RWD,310,3.29,500,1420,7,F6,True,True,True,1,1
728234598,False,Acura NSX,RDC,2017,AWD,307,3.0,573,1728,9,V6,True,True,True,1,1
1268015922,False,Aston Martin Vantage GT12,RDC,2015,RWD,299,3.5,590,1565,7,V12,True,True,True,1,1
1469658023,False,Audi R8 V10 Plus 5.2 FSI quattro,RDC,2015,AWD,330,3.2,610,1655,7,V10,True,True,True,1,1
1141733552,False,Chevrolet Corvette Z06,RDC,2017,RWD,298,3.29,650,1598,7,V8,True,True,True,2,1
1850232477,False,Lamborghini Huracán LP610-4,RDC,2016,AWD,325,3.2,610,1422,7,V10,True,True,True,1,1
980572679,False,McLaren 570S,RDC,2016,RWD,328,3.09,570,1395,7,V8,True,True,True,1,1
307010432,False,McLaren F1,RDC,1992,RWD,386,3.2,627,1136,6,V12,False,False,False,2,1
2235371958,False,Mercedes-AMG GT R,RDC,2017,RWD,338,3.59,577,1555,7,V8,True,True,True,1,1
85063219,False,Nissan GT-R Nismo (R35),RDC,2017,AWD,315,2.9,600,1774,6,V6,True,True,True,1,1
2824100037,True,Porsche Carrera GT,RDC,2004,RWD,330,3.9,603,1455,6,V10,True,True,False,2,1
1278633095,False,Toyota GT-86 Rocket Bunny Street,RDC,2015,RWD,290,4.3,525,1290,6,F4,True,True,True,2,1
2991153806,False,Aston Martin DB11,RDD,2017,RWD,322,3.9,600,1770,8,V12,True,True,True,1,1
2883643484,False,BMW 1 Series M Coupé StanceWorks Edition,RDD,2011,RWD,299,4.3,460,1470,6,I6,True,True,True,1,1
1864701845,False,Caterham Seven 620 R,RDD,2015,RWD,249,2.8,310,602,6,I4,False,False,False,2,1
178583869,False,Chevrolet Camaro ZL-1,RDD,2017,RWD,314,3.7,650,1761,6,V8,True,True,True,1,1
2327134663,True,Ferrari F40,RDD,1987,RWD,324,3.79,480,1235,5,V8,False,False,False,2,1
373960596,True,Honda Civic Type-R,RDD,2016,AWD,322,3.5,575,1797,8,V8,True,True,True,1,1
1187826685,False,Jaguar F-Type SVR Coupé,RDD,2016,AWD,322,3.5,575,1797,8,V8,True,True,True,1,1
761457895,False,KTM X-Bow R,RDD,2015,RWD,231,3.9,300,790,6,I4,False,False,False,1,1
3068790356,False,BMW 1 Series M Coupé,RDE,2011,RWD,249,4.69,340,1470,6,I6,False,False,False,1,1
2392626889,False,Ferrari 288 GTO,RDE,1984,RWD,306,4.9,400,1317,5,V8,False,False,False,2,1
1230061845,False,Ford Mustang GT,RDE,2015,RWD,264,4.5,435,1725,6,V8,True,True,True,1,1
2772044758,False,Mercedes-AMG A 45 4MATIC,RDE,2016,AWD,270,4.19,381,1555,7,I4,True,True,True,1,1
4216135289,False,Mercedes-AMG C 63 Coupé S,RDE,2016,RWD,249,3.79,525,1800,7,V8,True,True,True,1,1
4145350228,False,Mitsubishi Lancer Evolution IX FQ360,RDE,2006,AWD,266,4.1,366,1400,6,I4,True,True,False,1,1
998947753,False,Mitsubishi Lancer Evolution X FQ400,RDE,2012,AWD,303,3.5,400,1560,5,I4,True,True,True,1,1
3026936399,True,Porsche 959 S,RDE,1987,AWD,319,3.5,450,1350,6,F6,True,False,False,2,1
2082176226,False,Audi A1 quattro,RDF,2013,AWD,245,5.7,256,1434,6,I4,True,True,True,1,1
460478144,False,Mitsubishi Lancer Evolution VI T.M.E.,RDF,1999,AWD,241,4.4,280,1365,5,I4,True,False,False,1,1
3338086070,False,Renault Mégane R.S. 275 Trophy-R,RDF,2015,FWD,255,5.8,275,1297,6,I4,True,True,True,1,1
143364290,False,BMW 2002 Turbo,RDG,1973,RWD,209,7.3,170,1035,5,I4,False,False,False,1,1
1639105598,False,Ford Escort RS1600,RDG,1972,RWD,187,10.69,120,765,4,I4,False,False,False,1,1
2746026001,False,Ford F-150 RTR Ultimate Funhaver,RDG,2016,RWD,209,5.5,440,2100,6,V6,True,True,True,1,1
1397255601,False,Ford Mustang 2+2 Fastback,RDG,1966,RWD,225,7.4,270,1312,4,V8,False,False,False,1,1
4253159674,False,Toyota 86,RDG,2013,RWD,226,7.09,197,1213,6,F4,True,True,True,1,1
4059215692,False,Toyota GT-86,RDG,2013,RWD,226,7.09,197,1213,6,F4,True,True,True,1,1
2437969172,False,Renault Sport R.S. 01,RS01,2015,RWD,300,3.5,550,1144,7,V6,True,True,False,2,2
2155160105,True,Audi S1 EKS RX quattro,RX,2017,AWD,266,2.4,560,1300,6,I4,False,False,False,2,1
3311961229,True,Citroen DS3 RX Supercar,RX,2016,AWD,230,2.09,590,1300,6,I4,False,False,False,2,1
647968520,False,Ford Focus RS RX,RX,2016,AWD,266,2.09,565,1300,6,I4,False,False,False,2,1
951815226,False,Honda Civic Coupé GRC,RX,2016,AWD,266,2.09,570,1300,6,I4,False,False,False,1,1
574354493,False,Mercedes-AMG A 45 SMS-R Rallycross,RX,2016,AWD,266,2.09,575,1330,6,I4,False,False,False,2,1
4225812019,False,Mini Countryman RX,RX,2016,AWD,266,2.09,600,1300,6,I4,False,False,False,2,1
556202917,False,Renault Mégane R.S. SMS-R Rallycross,RX,2016,AWD,266,2.0,545,1300,6,I4,False,False,False,2,1
2037619631,True,Volkswagen Polo RX Supercar,RX,2016,AWD,266,2.09,560,1300,6,I4,False,False,False,2,1
3715710369,True,Olsbergs MSE RX Supercar Lite,RXL,2016,AWD,230,2.59,315,1210,6,I4,False,False,False,1,1
1406411897,False,Lamborghini Huracán LP620-2 Super Trofeo,STRO,2016,RWD,300,3.5,610,1270,6,V10,True,True,False,2,2
9503224,False,BMW 320 TC (E90),TC,2012,RWD,267,4.19,315,1150,6,I4,False,False,False,2,2
3019822479,False,Mercedes-AMG A 45 SMS-R Touring,TC,2016,FWD,266,4.4,330,1260,6,I4,False,False,False,2,2
3950216669,True,Opel Astra TCR,TC,2016,FWD,266,3.9,330,1285,6,I4,False,False,False,2,2
2850335028,False,Renault Mégane R.S. SMS-R Touring,TC,2016,FWD,267,4.4,330,1260,6,I4,False,False,False,2,2
3646257473,False,Renault Clio Cup,TC1,2014,FWD,243,5.6,220,1160,6,I4,False,False,False,1,2
1682144078,False,Aston Martin Vulcan,TKDA,2016,RWD,361,2.9,810,1360,6,V12,True,True,False,2,2
220908396,True,Ferrari FXX K,TKDA,2015,RWD,349,2.5,1050,1495,7,V12,True,True,True,1,2
1433352906,False,Ginetta G57,TKDA,2016,RWD,293,3.2,570,926,6,V8,False,True,False,2,3
2955645152,False,McLaren P1 ™ GTR,TKDA,2015,RWD,349,2.4,1000,1400,7,V8,True,True,True,2,2
3135001313,False,Mitsubishi Lancer Evolution VI SVA,TKDA,2016,AWD,290,3.2,940,1365,5,I4,False,False,False,2,2
3808293256,False,Pagani Zonda Revolución,TKDA,2015,RWD,351,2.59,800,1070,6,V12,True,True,True,1,2
152867459,False,Radical SR8-RX,TKDA,2011,RWD,282,2.79,420,680,6,V8,False,False,False,1,3
675194619,False,Caterham SP/300.R,TKDB,2012,RWD,290,2.8,305,545,6,I4,False,False,False,1,3
3846538056,True,Honda 2&4 Concept,TKDB,2015,RWD,259,3.0,220,405,6,I4,False,True,False,1,3
266758367,False,Lamborghini Sesto Elemento,TKDB,2010,AWD,320,2.5,570,999,6,V10,True,True,True,1,2
3991375490,False,Nissan Skyline GT-R (R34) SMS-R,TKDB,1999,AWD,330,4.09,695,1430,6,I6,True,True,False,1,1
1231996358,False,Radical SR3-RS,TKDB,2011,RWD,259,3.2,258,545,6,I4,False,False,False,1,3
1830085946,True,Ford Bronco Brocky,TRUK,1969,AWD,209,5.19,600,1950,3,V8,False,False,False,2,1
1357515789,False,Ford Falcon FG V8 Supercar,V8SC,2013,RWD,295,3.4,635,1410,6,V8,False,False,False,3,2
1959097924,False,Lotus Type 98T Renault Turbo,VF1,1986,RWD,348,2.59,1300,540,5,V6,False,False,False,3,3
2459105748,False,Lotus Type 78 Cosworth,VF1B,1977,RWD,298,3.15,460,585,5,V8,False,False,False,3,2
578969971,False,Lotus Type 49 Cosworth,VF1C,1967,RWD,312,3.6,416,565,5,V8,False,False,False,3,1
1061494025,False,Lotus Type 49C Cosworth,VF1C,1970,RWD,282,3.5,430,545,5,V8,False,False,False,3,1
2974350450,False,Lotus Type 72D Cosworth,VF1C,1972,RWD,294,3.4,474,575,5,V8,False,False,False,3,2
3581682802,False,Lotus Type 25 Climax,VF1D,1963,RWD,248,4.9,200,452,5,V8,False,False,False,2,1
2859910117,False,Lotus Type 51,VF3,1967,RWD,193,5.4,115,324,4,I4,False,False,False,1,1
3921573780,False,Ford Mustang '66 RTR TransAm,VGTA,1966,RWD,290,5.3,400,1290,4,V8,False,False,False,2,1
3289024725,True,Jaguar E-Type V12 Group44,VGTA,1974,RWD,298,5.3,460,1211,4,V12,False,False,False,2,1
1481115672,False,Nissan Fairlady 240ZG GTS-II,VGTA,1973,RWD,257,5.9,300,1060,5,I6,False,False,False,1,1
3487780088,True,Porsche 911 Carrera RSR 2.8,VGTA,1973,RWD,250,5.5,308,900,5,F6,False,False,False,1,1
4209306796,False,Mercedes-Benz 300 SEL 6.8 AMG,VGTB,1971,RWD,286,5.5,412,1555,5,V8,False,False,False,2,1
3889953946,True,Ferrari 250 GT Berlinetta,VGTC,1961,RWD,270,5.5,260,957,4,V12,False,False,False,2,1
3542185868,True,Ferrari 250 Testa Rossa,VGTC,1957,RWD,260,5.3,290,887,4,V12,False,False,False,2,1
1401308680,False,Mercedes-Benz 300 SL (W194),VGTD,1952,RWD,230,7.0,180,985,4,I6,False,False,False,2,1
2851776933,False,Agajanian Watson Roadster,VIND,1963,RWD,290,5.3,420,764,2,I4,False,False,False,3,1
1162971218,False,Lotus Type 38 Ford,VIND,1965,RWD,322,5.3,495,612,2,V8,False,False,False,3,1
4000197262,False,Lotus Type 56,VIND,1968,AWD,322,5.5,500,612,1,T,False,False,False,3,1
2765703167,True,Porsche 917 LH,VTPA,1971,RWD,396,3.2,600,823,5,F12,False,False,False,2,2
1218201782,True,Porsche 908/03 Spyder,VTPB,1971,RWD,277,3.9,350,565,5,F8,False,False,False,2,2
2498018106,False,Ford Escort RS1600 (Rallycross),VRX,1972,RWD,220,6.69,190,765,4,I4,False,False,False,1,1
2463819442,True,Ferrari 512 M,VTPA,1970,RWD,340,3.29,610,880,5,V12,False,False,False,2,2
3654776849,True,Ferrari 512 S,VTPA,1970,RWD,373,3.5,610,940,5,V12,False,False,False,3,2
2459830780,True,Porsche 917K,VTPA,1970,RWD,352,3.2,600,800,5,F12,False,False,False,2,2
3959862335,False,Ferrari 330 P4,VTPB,1967,RWD,320,4.69,450,729,5,V12,False,False,False,2,1
2520631554,False,Ford MkIV,VTPB,1967,RWD,359,4.19,495,1000,4,V8,False,False,False,3,1
3090278997,False,Lotus Type 40 Ford,VTPB,1965,RWD,290,4.8,380,765,4,V8,False,False,False,2,1
